"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.18541,0.024283,0,-0.011692,1,0.38,0.5,0.38,1
-0.18569,0.024489,0,-0.011817,1,0.381,0.5,0.381,1
-0.18597,0.024695,0,-0.011942,1,0.382,0.5,0.382,1
-0.18625,0.024901,0,-0.012067,1,0.383,0.5,0.383,1
-0.18653,0.025108,0,-0.012192,1,0.384,0.5,0.384,1
-0.18681,0.025314,0,-0.012317,1,0.385,0.5,0.385,1
-0.18709,0.02552,0,-0.012442,1,0.386,0.5,0.386,1
-0.18737,0.025727,0,-0.012567,1,0.387,0.5,0.387,1
-0.18765,0.025933,0,-0.012692,1,0.388,0.5,0.388,1
-0.18793,0.026139,0,-0.012817,1,0.389,0.5,0.389,1
-0.18822,0.026346,0,-0.012942,1,0.39,0.5,0.39,1
-0.1885,0.026552,0,-0.013067,1,0.391,0.5,0.391,1
-0.18878,0.026758,0,-0.013192,1,0.392,0.5,0.392,1
-0.18906,0.026964,0,-0.013317,1,0.393,0.5,0.393,1
-0.18934,0.027171,0,-0.013442,1,0.394,0.5,0.394,1
-0.18962,0.027377,0,-0.013567,1,0.395,0.5,0.395,1
-0.1899,0.027583,0,-0.013692,1,0.396,0.5,0.396,1
-0.19018,0.02779,0,-0.013817,1,0.397,0.5,0.397,1
-0.19046,0.027996,0,-0.013942,1,0.398,0.5,0.398,1
-0.19074,0.028202,0,-0.014067,1,0.399,0.5,0.399,1
-0.19102,0.028408,0,-0.014193,1,0.4,0.5,0.4,1
-0.19115,0.028678,0,-0.014357,1,0.401,0.5,0.401,1
-0.19127,0.028948,0,-0.014522,1,0.402,0.5,0.402,1
-0.1914,0.029218,0,-0.014686,1,0.403,0.5,0.403,1
-0.19153,0.029487,0,-0.014851,1,0.404,0.5,0.404,1
-0.19165,0.029757,0,-0.015016,1,0.405,0.5,0.405,1
-0.19178,0.030027,0,-0.01518,1,0.406,0.5,0.406,1
-0.1919,0.030297,0,-0.015345,1,0.407,0.5,0.407,1
-0.19203,0.030567,0,-0.015509,1,0.408,0.5,0.408,1
-0.19216,0.030836,0,-0.015674,1,0.409,0.5,0.409,1
-0.19228,0.031106,0,-0.015839,1,0.41,0.5,0.41,1
-0.19241,0.031376,0,-0.016003,1,0.411,0.5,0.411,1
-0.19253,0.031646,0,-0.016168,1,0.412,0.5,0.412,1
-0.19266,0.031915,0,-0.016332,1,0.413,0.5,0.413,1
-0.19279,0.032185,0,-0.016497,1,0.414,0.5,0.414,1
-0.19291,0.032455,0,-0.016662,1,0.415,0.5,0.415,1
-0.19304,0.032725,0,-0.016826,1,0.416,0.5,0.416,1
-0.19316,0.032994,0,-0.016991,1,0.417,0.5,0.417,1
-0.19329,0.033264,0,-0.017156,1,0.418,0.5,0.418,1
-0.19341,0.033534,0,-0.01732,1,0.419,0.5,0.419,1
-0.19354,0.033804,0,-0.017485,1,0.42,0.5,0.42,1
-0.19367,0.034073,0,-0.017649,1,0.421,0.5,0.421,1
-0.19379,0.034343,0,-0.017814,1,0.422,0.5,0.422,1
-0.19392,0.034613,0,-0.017979,1,0.423,0.5,0.423,1
-0.19404,0.034883,0,-0.018143,1,0.424,0.5,0.424,1
-0.19417,0.035152,0,-0.018308,1,0.425,0.5,0.425,1
-0.1943,0.035422,0,-0.018472,1,0.426,0.5,0.426,1
-0.19442,0.035692,0,-0.018637,1,0.427,0.5,0.427,1
-0.19455,0.035962,0,-0.018802,1,0.428,0.5,0.428,1
-0.19467,0.036231,0,-0.018966,1,0.429,0.5,0.429,1
-0.1948,0.036501,0,-0.019131,1,0.43,0.5,0.43,1
-0.19493,0.036771,0,-0.019295,1,0.431,0.5,0.431,1
-0.19505,0.037041,0,-0.01946,1,0.432,0.5,0.432,1
-0.19518,0.037311,0,-0.019625,1,0.433,0.5,0.433,1
-0.1953,0.03758,0,-0.019789,1,0.434,0.5,0.434,1
-0.19543,0.03785,0,-0.019954,1,0.435,0.5,0.435,1
-0.19556,0.03812,0,-0.020118,1,0.436,0.5,0.436,1
-0.19568,0.03839,0,-0.020283,1,0.437,0.5,0.437,1
-0.19581,0.038659,0,-0.020448,1,0.438,0.5,0.438,1
-0.19593,0.038929,0,-0.020612,1,0.439,0.5,0.439,1
-0.19606,0.039199,0,-0.020777,1,0.44,0.5,0.44,1
-0.19619,0.039469,0,-0.020942,1,0.441,0.5,0.441,1
-0.19631,0.039738,0,-0.021106,1,0.442,0.5,0.442,1
-0.19644,0.040008,0,-0.021271,1,0.443,0.5,0.443,1
-0.19656,0.040278,0,-0.021435,1,0.444,0.5,0.444,1
-0.19669,0.040548,0,-0.0216,1,0.445,0.5,0.445,1
-0.19682,0.040817,0,-0.021765,1,0.446,0.5,0.446,1
-0.19694,0.041087,0,-0.021929,1,0.447,0.5,0.447,1
-0.19707,0.041357,0,-0.022094,1,0.448,0.5,0.448,1
-0.19719,0.041627,0,-0.022258,1,0.449,0.5,0.449,1
-0.19732,0.041896,0,-0.022423,1,0.45,0.5,0.45,1
-0.19723,0.042219,0,-0.022623,1,0.451,0.5,0.451,1
-0.19715,0.042542,0,-0.022824,1,0.452,0.5,0.452,1
-0.19706,0.042864,0,-0.023024,1,0.453,0.5,0.453,1
-0.19697,0.043187,0,-0.023224,1,0.454,0.5,0.454,1
-0.19689,0.043509,0,-0.023425,1,0.455,0.5,0.455,1
-0.1968,0.043832,0,-0.023625,1,0.456,0.5,0.456,1
-0.19671,0.044154,0,-0.023826,1,0.457,0.5,0.457,1
-0.19663,0.044477,0,-0.024026,1,0.458,0.5,0.458,1
-0.19654,0.044799,0,-0.024226,1,0.459,0.5,0.459,1
-0.19645,0.045122,0,-0.024427,1,0.46,0.5,0.46,1
-0.19637,0.045444,0,-0.024627,1,0.461,0.5,0.461,1
-0.19628,0.045767,0,-0.024827,1,0.462,0.5,0.462,1
-0.19619,0.046089,0,-0.025028,1,0.463,0.5,0.463,1
-0.19611,0.046412,0,-0.025228,1,0.464,0.5,0.464,1
-0.19602,0.046734,0,-0.025429,1,0.465,0.5,0.465,1
-0.19594,0.047057,0,-0.025629,1,0.466,0.5,0.466,1
-0.19585,0.047379,0,-0.025829,1,0.467,0.5,0.467,1
-0.19576,0.047702,0,-0.02603,1,0.468,0.5,0.468,1
-0.19568,0.048024,0,-0.02623,1,0.469,0.5,0.469,1
-0.19559,0.048347,0,-0.02643,1,0.47,0.5,0.47,1
-0.1955,0.048669,0,-0.026631,1,0.471,0.5,0.471,1
-0.19542,0.048992,0,-0.026831,1,0.472,0.5,0.472,1
-0.19533,0.049314,0,-0.027032,1,0.473,0.5,0.473,1
-0.19524,0.049637,0,-0.027232,1,0.474,0.5,0.474,1
-0.19516,0.049959,0,-0.027432,1,0.475,0.5,0.475,1
-0.19507,0.050282,0,-0.027633,1,0.476,0.5,0.476,1
-0.19498,0.050604,0,-0.027833,1,0.477,0.5,0.477,1
-0.1949,0.050927,0,-0.028033,1,0.478,0.5,0.478,1
-0.19481,0.051249,0,-0.028234,1,0.479,0.5,0.479,1
-0.19472,0.051572,0,-0.028434,1,0.48,0.5,0.48,1
-0.19464,0.051894,0,-0.028635,1,0.481,0.5,0.481,1
-0.19455,0.052217,0,-0.028835,1,0.482,0.5,0.482,1
-0.19446,0.052539,0,-0.029035,1,0.483,0.5,0.483,1
-0.19438,0.052862,0,-0.029236,1,0.484,0.5,0.484,1
-0.19429,0.053185,0,-0.029436,1,0.485,0.5,0.485,1
-0.1942,0.053507,0,-0.029636,1,0.486,0.5,0.486,1
-0.19412,0.05383,0,-0.029837,1,0.487,0.5,0.487,1
-0.19403,0.054152,0,-0.030037,1,0.488,0.5,0.488,1
-0.19395,0.054475,0,-0.030238,1,0.489,0.5,0.489,1
-0.19386,0.054797,0,-0.030438,1,0.49,0.5,0.49,1
-0.19377,0.05512,0,-0.030638,1,0.491,0.5,0.491,1
-0.19369,0.055442,0,-0.030839,1,0.492,0.5,0.492,1
-0.1936,0.055765,0,-0.031039,1,0.493,0.5,0.493,1
-0.19351,0.056087,0,-0.031239,1,0.494,0.5,0.494,1
-0.19343,0.05641,0,-0.03144,1,0.495,0.5,0.495,1
-0.19334,0.056732,0,-0.03164,1,0.496,0.5,0.496,1
-0.19325,0.057055,0,-0.031841,1,0.497,0.5,0.497,1
-0.19317,0.057377,0,-0.032041,1,0.498,0.5,0.498,1
-0.19308,0.0577,0,-0.032241,1,0.499,0.5,0.499,1
-0.19299,0.058022,0,-0.032442,1,0.5,0.5,0.5,1
-0.19265,0.058372,0,-0.032665,1,0.501,0.5,0.501,1
-0.19231,0.058722,0,-0.032888,1,0.502,0.5,0.502,1
-0.19196,0.059072,0,-0.033112,1,0.503,0.5,0.503,1
-0.19162,0.059421,0,-0.033335,1,0.504,0.5,0.504,1
-0.19127,0.059771,0,-0.033559,1,0.505,0.5,0.505,1
-0.19093,0.060121,0,-0.033782,1,0.506,0.5,0.506,1
-0.19059,0.060471,0,-0.034005,1,0.507,0.5,0.507,1
-0.19024,0.06082,0,-0.034229,1,0.508,0.5,0.508,1
-0.1899,0.06117,0,-0.034452,1,0.509,0.5,0.509,1
-0.18956,0.06152,0,-0.034675,1,0.51,0.5,0.51,1
-0.18921,0.06187,0,-0.034899,1,0.511,0.5,0.511,1
-0.18887,0.062219,0,-0.035122,1,0.512,0.5,0.512,1
-0.18852,0.062569,0,-0.035346,1,0.513,0.5,0.513,1
-0.18818,0.062919,0,-0.035569,1,0.514,0.5,0.514,1
-0.18784,0.063269,0,-0.035792,1,0.515,0.5,0.515,1
-0.18749,0.063618,0,-0.036016,1,0.516,0.5,0.516,1
-0.18715,0.063968,0,-0.036239,1,0.517,0.5,0.517,1
-0.1868,0.064318,0,-0.036462,1,0.518,0.5,0.518,1
-0.18646,0.064668,0,-0.036686,1,0.519,0.5,0.519,1
-0.18612,0.065018,0,-0.036909,1,0.52,0.5,0.52,1
-0.18577,0.065367,0,-0.037133,1,0.521,0.5,0.521,1
-0.18543,0.065717,0,-0.037356,1,0.522,0.5,0.522,1
-0.18509,0.066067,0,-0.037579,1,0.523,0.5,0.523,1
-0.18474,0.066417,0,-0.037803,1,0.524,0.5,0.524,1
-0.1844,0.066766,0,-0.038026,1,0.525,0.5,0.525,1
-0.18405,0.067116,0,-0.038249,1,0.526,0.5,0.526,1
-0.18371,0.067466,0,-0.038473,1,0.527,0.5,0.527,1
-0.18337,0.067816,0,-0.038696,1,0.528,0.5,0.528,1
-0.18302,0.068165,0,-0.03892,1,0.529,0.5,0.529,1
-0.18268,0.068515,0,-0.039143,1,0.53,0.5,0.53,1
-0.18234,0.068865,0,-0.039366,1,0.531,0.5,0.531,1
-0.18199,0.069215,0,-0.03959,1,0.532,0.5,0.532,1
-0.18165,0.069564,0,-0.039813,1,0.533,0.5,0.533,1
-0.1813,0.069914,0,-0.040036,1,0.534,0.5,0.534,1
-0.18096,0.070264,0,-0.04026,1,0.535,0.5,0.535,1
-0.18062,0.070614,0,-0.040483,1,0.536,0.5,0.536,1
-0.18027,0.070964,0,-0.040707,1,0.537,0.5,0.537,1
-0.17993,0.071313,0,-0.04093,1,0.538,0.5,0.538,1
-0.17958,0.071663,0,-0.041153,1,0.539,0.5,0.539,1
-0.17924,0.072013,0,-0.041377,1,0.54,0.5,0.54,1
-0.1789,0.072363,0,-0.0416,1,0.541,0.5,0.541,1
-0.17855,0.072712,0,-0.041824,1,0.542,0.5,0.542,1
-0.17821,0.073062,0,-0.042047,1,0.543,0.5,0.543,1
-0.17787,0.073412,0,-0.04227,1,0.544,0.5,0.544,1
-0.17752,0.073762,0,-0.042494,1,0.545,0.5,0.545,1
-0.17718,0.074111,0,-0.042717,1,0.546,0.5,0.546,1
-0.17683,0.074461,0,-0.04294,1,0.547,0.5,0.547,1
-0.17649,0.074811,0,-0.043164,1,0.548,0.5,0.548,1
-0.17615,0.075161,0,-0.043387,1,0.549,0.5,0.549,1
-0.1758,0.075511,0,-0.043611,1,0.55,0.5,0.55,1
-0.17518,0.075848,0,-0.043835,1,0.551,0.5,0.551,1
-0.17456,0.076185,0,-0.04406,1,0.552,0.5,0.552,1
-0.17394,0.076522,0,-0.044285,1,0.553,0.5,0.553,1
-0.17332,0.07686,0,-0.04451,1,0.554,0.5,0.554,1
-0.1727,0.077197,0,-0.044735,1,0.555,0.5,0.555,1
-0.17208,0.077534,0,-0.04496,1,0.556,0.5,0.556,1
-0.17146,0.077871,0,-0.045184,1,0.557,0.5,0.557,1
-0.17085,0.078209,0,-0.045409,1,0.558,0.5,0.558,1
-0.17023,0.078546,0,-0.045634,1,0.559,0.5,0.559,1
-0.16961,0.078883,0,-0.045859,1,0.56,0.5,0.56,1
-0.16899,0.079221,0,-0.046084,1,0.561,0.5,0.561,1
-0.16837,0.079558,0,-0.046309,1,0.562,0.5,0.562,1
-0.16775,0.079895,0,-0.046534,1,0.563,0.5,0.563,1
-0.16713,0.080232,0,-0.046758,1,0.564,0.5,0.564,1
-0.16651,0.08057,0,-0.046983,1,0.565,0.5,0.565,1
-0.16589,0.080907,0,-0.047208,1,0.566,0.5,0.566,1
-0.16527,0.081244,0,-0.047433,1,0.567,0.5,0.567,1
-0.16465,0.081582,0,-0.047658,1,0.568,0.5,0.568,1
-0.16403,0.081919,0,-0.047883,1,0.569,0.5,0.569,1
-0.16341,0.082256,0,-0.048108,1,0.57,0.5,0.57,1
-0.16279,0.082593,0,-0.048332,1,0.571,0.5,0.571,1
-0.16217,0.082931,0,-0.048557,1,0.572,0.5,0.572,1
-0.16155,0.083268,0,-0.048782,1,0.573,0.5,0.573,1
-0.16093,0.083605,0,-0.049007,1,0.574,0.5,0.574,1
-0.16031,0.083943,0,-0.049232,1,0.575,0.5,0.575,1
-0.15969,0.08428,0,-0.049457,1,0.576,0.5,0.576,1
-0.15907,0.084617,0,-0.049681,1,0.577,0.5,0.577,1
-0.15845,0.084954,0,-0.049906,1,0.578,0.5,0.578,1
-0.15783,0.085292,0,-0.050131,1,0.579,0.5,0.579,1
-0.15721,0.085629,0,-0.050356,1,0.58,0.5,0.58,1
-0.15659,0.085966,0,-0.050581,1,0.581,0.5,0.581,1
-0.15597,0.086304,0,-0.050806,1,0.582,0.5,0.582,1
-0.15535,0.086641,0,-0.051031,1,0.583,0.5,0.583,1
-0.15473,0.086978,0,-0.051255,1,0.584,0.5,0.584,1
-0.15411,0.087315,0,-0.05148,1,0.585,0.5,0.585,1
-0.15349,0.087653,0,-0.051705,1,0.586,0.5,0.586,1
-0.15287,0.08799,0,-0.05193,1,0.587,0.5,0.587,1
-0.15225,0.088327,0,-0.052155,1,0.588,0.5,0.588,1
-0.15164,0.088665,0,-0.05238,1,0.589,0.5,0.589,1
-0.15102,0.089002,0,-0.052605,1,0.59,0.5,0.59,1
-0.1504,0.089339,0,-0.052829,1,0.591,0.5,0.591,1
-0.14978,0.089676,0,-0.053054,1,0.592,0.5,0.592,1
-0.14916,0.090014,0,-0.053279,1,0.593,0.5,0.593,1
-0.14854,0.090351,0,-0.053504,1,0.594,0.5,0.594,1
-0.14792,0.090688,0,-0.053729,1,0.595,0.5,0.595,1
-0.1473,0.091026,0,-0.053954,1,0.596,0.5,0.596,1
-0.14668,0.091363,0,-0.054178,1,0.597,0.5,0.597,1
-0.14606,0.0917,0,-0.054403,1,0.598,0.5,0.598,1
-0.14544,0.092037,0,-0.054628,1,0.599,0.5,0.599,1
-0.14482,0.092375,0,-0.054853,1,0.6,0.5,0.6,1
-0.14393,0.09265,0,-0.055053,1,0.601,0.5,0.601,1
-0.14305,0.092924,0,-0.055253,1,0.602,0.5,0.602,1
-0.14217,0.093199,0,-0.055452,1,0.603,0.5,0.603,1
-0.14128,0.093474,0,-0.055652,1,0.604,0.5,0.604,1
-0.1404,0.093749,0,-0.055852,1,0.605,0.5,0.605,1
-0.13951,0.094024,0,-0.056052,1,0.606,0.5,0.606,1
-0.13863,0.094299,0,-0.056251,1,0.607,0.5,0.607,1
-0.13775,0.094574,0,-0.056451,1,0.608,0.5,0.608,1
-0.13686,0.094849,0,-0.056651,1,0.609,0.5,0.609,1
-0.13598,0.095124,0,-0.056851,1,0.61,0.5,0.61,1
-0.13509,0.095399,0,-0.05705,1,0.611,0.5,0.611,1
-0.13421,0.095674,0,-0.05725,1,0.612,0.5,0.612,1
-0.13333,0.095949,0,-0.05745,1,0.613,0.5,0.613,1
-0.13244,0.096224,0,-0.05765,1,0.614,0.5,0.614,1
-0.13156,0.096498,0,-0.05785,1,0.615,0.5,0.615,1
-0.13068,0.096773,0,-0.058049,1,0.616,0.5,0.616,1
-0.12979,0.097048,0,-0.058249,1,0.617,0.5,0.617,1
-0.12891,0.097323,0,-0.058449,1,0.618,0.5,0.618,1
-0.12802,0.097598,0,-0.058649,1,0.619,0.5,0.619,1
-0.12714,0.097873,0,-0.058848,1,0.62,0.5,0.62,1
-0.12626,0.098148,0,-0.059048,1,0.621,0.5,0.621,1
-0.12537,0.098423,0,-0.059248,1,0.622,0.5,0.622,1
-0.12449,0.098698,0,-0.059448,1,0.623,0.5,0.623,1
-0.1236,0.098973,0,-0.059648,1,0.624,0.5,0.624,1
-0.12272,0.099248,0,-0.059847,1,0.625,0.5,0.625,1
-0.12184,0.099523,0,-0.060047,1,0.626,0.5,0.626,1
-0.12095,0.099797,0,-0.060247,1,0.627,0.5,0.627,1
-0.12007,0.10007,0,-0.060447,1,0.628,0.5,0.628,1
-0.11918,0.10035,0,-0.060646,1,0.629,0.5,0.629,1
-0.1183,0.10062,0,-0.060846,1,0.63,0.5,0.63,1
-0.11742,0.1009,0,-0.061046,1,0.631,0.5,0.631,1
-0.11653,0.10117,0,-0.061246,1,0.632,0.5,0.632,1
-0.11565,0.10145,0,-0.061445,1,0.633,0.5,0.633,1
-0.11476,0.10172,0,-0.061645,1,0.634,0.5,0.634,1
-0.11388,0.102,0,-0.061845,1,0.635,0.5,0.635,1
-0.113,0.10227,0,-0.062045,1,0.636,0.5,0.636,1
-0.11211,0.10255,0,-0.062245,1,0.637,0.5,0.637,1
-0.11123,0.10282,0,-0.062444,1,0.638,0.5,0.638,1
-0.11034,0.1031,0,-0.062644,1,0.639,0.5,0.639,1
-0.10946,0.10337,0,-0.062844,1,0.64,0.5,0.64,1
-0.10858,0.10365,0,-0.063044,1,0.641,0.5,0.641,1
-0.10769,0.10392,0,-0.063243,1,0.642,0.5,0.642,1
-0.10681,0.1042,0,-0.063443,1,0.643,0.5,0.643,1
-0.10592,0.10447,0,-0.063643,1,0.644,0.5,0.644,1
-0.10504,0.10475,0,-0.063843,1,0.645,0.5,0.645,1
-0.10416,0.10502,0,-0.064042,1,0.646,0.5,0.646,1
-0.10327,0.1053,0,-0.064242,1,0.647,0.5,0.647,1
-0.10239,0.10557,0,-0.064442,1,0.648,0.5,0.648,1
-0.1015,0.10585,0,-0.064642,1,0.649,0.5,0.649,1
-0.10062,0.10612,0,-0.064842,1,0.65,0.5,0.65,1
-0.099499,0.10628,0,-0.064991,1,0.651,0.5,0.651,1
-0.098378,0.10644,0,-0.065141,1,0.652,0.5,0.652,1
-0.097258,0.1066,0,-0.06529,1,0.653,0.5,0.653,1
-0.096137,0.10676,0,-0.06544,1,0.654,0.5,0.654,1
-0.095016,0.10691,0,-0.065589,1,0.655,0.5,0.655,1
-0.093895,0.10707,0,-0.065739,1,0.656,0.5,0.656,1
-0.092775,0.10723,0,-0.065888,1,0.657,0.5,0.657,1
-0.091654,0.10739,0,-0.066038,1,0.658,0.5,0.658,1
-0.090533,0.10755,0,-0.066187,1,0.659,0.5,0.659,1
-0.089412,0.10771,0,-0.066337,1,0.66,0.5,0.66,1
-0.088292,0.10787,0,-0.066486,1,0.661,0.5,0.661,1
-0.087171,0.10803,0,-0.066636,1,0.662,0.5,0.662,1
-0.08605,0.10818,0,-0.066785,1,0.663,0.5,0.663,1
-0.084929,0.10834,0,-0.066935,1,0.664,0.5,0.664,1
-0.083809,0.1085,0,-0.067085,1,0.665,0.5,0.665,1
-0.082688,0.10866,0,-0.067234,1,0.666,0.5,0.666,1
-0.081567,0.10882,0,-0.067384,1,0.667,0.5,0.667,1
-0.080446,0.10898,0,-0.067533,1,0.668,0.5,0.668,1
-0.079326,0.10914,0,-0.067683,1,0.669,0.5,0.669,1
-0.078205,0.1093,0,-0.067832,1,0.67,0.5,0.67,1
-0.077084,0.10945,0,-0.067982,1,0.671,0.5,0.671,1
-0.075963,0.10961,0,-0.068131,1,0.672,0.5,0.672,1
-0.074843,0.10977,0,-0.068281,1,0.673,0.5,0.673,1
-0.073722,0.10993,0,-0.06843,1,0.674,0.5,0.674,1
-0.072601,0.11009,0,-0.06858,1,0.675,0.5,0.675,1
-0.07148,0.11025,0,-0.068729,1,0.676,0.5,0.676,1
-0.070359,0.11041,0,-0.068879,1,0.677,0.5,0.677,1
-0.069239,0.11057,0,-0.069028,1,0.678,0.5,0.678,1
-0.068118,0.11073,0,-0.069178,1,0.679,0.5,0.679,1
-0.066997,0.11088,0,-0.069327,1,0.68,0.5,0.68,1
-0.065876,0.11104,0,-0.069477,1,0.681,0.5,0.681,1
-0.064756,0.1112,0,-0.069627,1,0.682,0.5,0.682,1
-0.063635,0.11136,0,-0.069776,1,0.683,0.5,0.683,1
-0.062514,0.11152,0,-0.069926,1,0.684,0.5,0.684,1
-0.061393,0.11168,0,-0.070075,1,0.685,0.5,0.685,1
-0.060273,0.11184,0,-0.070225,1,0.686,0.5,0.686,1
-0.059152,0.112,0,-0.070374,1,0.687,0.5,0.687,1
-0.058031,0.11215,0,-0.070524,1,0.688,0.5,0.688,1
-0.05691,0.11231,0,-0.070673,1,0.689,0.5,0.689,1
-0.05579,0.11247,0,-0.070823,1,0.69,0.5,0.69,1
-0.054669,0.11263,0,-0.070972,1,0.691,0.5,0.691,1
-0.053548,0.11279,0,-0.071122,1,0.692,0.5,0.692,1
-0.052427,0.11295,0,-0.071271,1,0.693,0.5,0.693,1
-0.051307,0.11311,0,-0.071421,1,0.694,0.5,0.694,1
-0.050186,0.11327,0,-0.07157,1,0.695,0.5,0.695,1
-0.049065,0.11342,0,-0.07172,1,0.696,0.5,0.696,1
-0.047944,0.11358,0,-0.07187,1,0.697,0.5,0.697,1
-0.046823,0.11374,0,-0.072019,1,0.698,0.5,0.698,1
-0.045703,0.1139,0,-0.072169,1,0.699,0.5,0.699,1
-0.044582,0.11406,0,-0.072318,1,0.7,0.5,0.7,1
-0.043227,0.11405,0,-0.0724,1,0.701,0.5,0.701,1
-0.041872,0.11404,0,-0.072482,1,0.702,0.5,0.702,1
-0.040517,0.11403,0,-0.072564,1,0.703,0.5,0.703,1
-0.039162,0.11403,0,-0.072645,1,0.704,0.5,0.704,1
-0.037807,0.11402,0,-0.072727,1,0.705,0.5,0.705,1
-0.036452,0.11401,0,-0.072809,1,0.706,0.5,0.706,1
-0.035097,0.114,0,-0.072891,1,0.707,0.5,0.707,1
-0.033742,0.11399,0,-0.072973,1,0.708,0.5,0.708,1
-0.032387,0.11398,0,-0.073054,1,0.709,0.5,0.709,1
-0.031032,0.11397,0,-0.073136,1,0.71,0.5,0.71,1
-0.029677,0.11397,0,-0.073218,1,0.711,0.5,0.711,1
-0.028322,0.11396,0,-0.0733,1,0.712,0.5,0.712,1
-0.026967,0.11395,0,-0.073382,1,0.713,0.5,0.713,1
-0.025612,0.11394,0,-0.073464,1,0.714,0.5,0.714,1
-0.024257,0.11393,0,-0.073545,1,0.715,0.5,0.715,1
-0.022902,0.11392,0,-0.073627,1,0.716,0.5,0.716,1
-0.021547,0.11392,0,-0.073709,1,0.717,0.5,0.717,1
-0.020192,0.11391,0,-0.073791,1,0.718,0.5,0.718,1
-0.018837,0.1139,0,-0.073873,1,0.719,0.5,0.719,1
-0.017481,0.11389,0,-0.073954,1,0.72,0.5,0.72,1
-0.016126,0.11388,0,-0.074036,1,0.721,0.5,0.721,1
-0.014771,0.11387,0,-0.074118,1,0.722,0.5,0.722,1
-0.013416,0.11386,0,-0.0742,1,0.723,0.5,0.723,1
-0.012061,0.11386,0,-0.074282,1,0.724,0.5,0.724,1
-0.010706,0.11385,0,-0.074364,1,0.725,0.5,0.725,1
-0.0093513,0.11384,0,-0.074445,1,0.726,0.5,0.726,1
-0.0079963,0.11383,0,-0.074527,1,0.727,0.5,0.727,1
-0.0066413,0.11382,0,-0.074609,1,0.728,0.5,0.728,1
-0.0052863,0.11381,0,-0.074691,1,0.729,0.5,0.729,1
-0.0039312,0.11381,0,-0.074773,1,0.73,0.5,0.73,1
-0.0025762,0.1138,0,-0.074854,1,0.731,0.5,0.731,1
-0.0012212,0.11379,0,-0.074936,1,0.732,0.5,0.732,1
0.00013379,0.11378,0,-0.075018,1,0.733,0.5,0.733,1
0.0014889,0.11377,0,-0.0751,1,0.734,0.5,0.734,1
0.0028439,0.11376,0,-0.075182,1,0.735,0.5,0.735,1
0.0041989,0.11375,0,-0.075263,1,0.736,0.5,0.736,1
0.0055539,0.11375,0,-0.075345,1,0.737,0.5,0.737,1
0.0069089,0.11374,0,-0.075427,1,0.738,0.5,0.738,1
0.008264,0.11373,0,-0.075509,1,0.739,0.5,0.739,1
0.009619,0.11372,0,-0.075591,1,0.74,0.5,0.74,1
0.010974,0.11371,0,-0.075673,1,0.741,0.5,0.741,1
0.012329,0.1137,0,-0.075754,1,0.742,0.5,0.742,1
0.013684,0.11369,0,-0.075836,1,0.743,0.5,0.743,1
0.015039,0.11369,0,-0.075918,1,0.744,0.5,0.744,1
0.016394,0.11368,0,-0.076,1,0.745,0.5,0.745,1
0.017749,0.11367,0,-0.076082,1,0.746,0.5,0.746,1
0.019104,0.11366,0,-0.076163,1,0.747,0.5,0.747,1
0.020459,0.11365,0,-0.076245,1,0.748,0.5,0.748,1
0.021814,0.11364,0,-0.076327,1,0.749,0.5,0.749,1
0.023169,0.11364,0,-0.076409,1,0.75,0.5,0.75,1
0.024857,0.11342,0,-0.076417,1,0.751,0.5,0.751,1
0.026545,0.1132,0,-0.076424,1,0.752,0.5,0.752,1
0.028233,0.11298,0,-0.076432,1,0.753,0.5,0.753,1
0.029921,0.11276,0,-0.07644,1,0.754,0.5,0.754,1
0.031609,0.11255,0,-0.076447,1,0.755,0.5,0.755,1
0.033297,0.11233,0,-0.076455,1,0.756,0.5,0.756,1
0.034985,0.11211,0,-0.076463,1,0.757,0.5,0.757,1
0.036673,0.11189,0,-0.07647,1,0.758,0.5,0.758,1
0.038361,0.11167,0,-0.076478,1,0.759,0.5,0.759,1
0.040049,0.11146,0,-0.076486,1,0.76,0.5,0.76,1
0.041737,0.11124,0,-0.076493,1,0.761,0.5,0.761,1
0.043425,0.11102,0,-0.076501,1,0.762,0.5,0.762,1
0.045113,0.1108,0,-0.076509,1,0.763,0.5,0.763,1
0.046801,0.11058,0,-0.076516,1,0.764,0.5,0.764,1
0.048489,0.11037,0,-0.076524,1,0.765,0.5,0.765,1
0.050177,0.11015,0,-0.076532,1,0.766,0.5,0.766,1
0.051865,0.10993,0,-0.076539,1,0.767,0.5,0.767,1
0.053553,0.10971,0,-0.076547,1,0.768,0.5,0.768,1
0.055241,0.10949,0,-0.076555,1,0.769,0.5,0.769,1
0.056929,0.10928,0,-0.076562,1,0.77,0.5,0.77,1
0.058617,0.10906,0,-0.07657,1,0.771,0.5,0.771,1
0.060305,0.10884,0,-0.076578,1,0.772,0.5,0.772,1
0.061993,0.10862,0,-0.076585,1,0.773,0.5,0.773,1
0.063681,0.1084,0,-0.076593,1,0.774,0.5,0.774,1
0.065369,0.10819,0,-0.076601,1,0.775,0.5,0.775,1
0.067057,0.10797,0,-0.076608,1,0.776,0.5,0.776,1
0.068745,0.10775,0,-0.076616,1,0.777,0.5,0.777,1
0.070432,0.10753,0,-0.076624,1,0.778,0.5,0.778,1
